ddl_case_id,year,state_code,dist_code,court_no,cino,judge_position,female_defendant,female_petitioner,female_adv_def,female_adv_pet,type_name,purpose_name,disp_name,date_of_filing,date_of_decision,date_first_list,date_last_list,date_next_list
01-01-01-201908000192011,2011,1,1,1,MHNB030002442011,chief judicial magistrate,-9998 unclear,1 female,0,1,1683,3737.0,22,2011-01-27,2011-11-08,2011-03-03,2011-09-18,2011-11-08
01-01-01-201908000202011,2011,1,1,1,MHNB030001312011,chief judicial magistrate,1 female,-9998 unclear,-9999,0,1683,5088.0,25,2011-01-28,2014-04-19,2011-02-28,2014-03-15,2014-04-19
01-01-01-201908000212011,2011,1,1,1,MHNB030001262011,chief judicial magistrate,1 female,-9998 unclear,-9999,-9999,1683,5088.0,1,2011-01-28,2014-12-12,2011-03-23,2014-12-06,2014-12-12
01-01-01-201908000222011,2011,1,1,1,MHNB030001432011,chief judicial magistrate,-9998 unclear,0 male,0,0,1683,2797.0,25,2011-01-29,2011-02-01,2011-02-01,2011-02-01,2011-02-01
01-01-01-201908000232011,2011,1,1,1,MHNB030003662011,chief judicial magistrate,0 male,-9998 unclear,0,0,1683,4219.0,42,2011-02-03,2011-04-17,2011-04-17,2011-04-17,2011-04-17
01-01-01-201908000242011,2011,1,1,1,MHNB030001572011,chief judicial magistrate,-9998 unclear,0 male,0,0,1683,2797.0,25,2011-02-05,2011-03-01,2011-02-15,2011-02-28,2011-03-01
01-01-01-201908000252011,2011,1,1,1,MHNB030001552011,chief judicial magistrate,1 female,1 female,-9999,0,1683,4126.0,30,2011-02-07,2012-07-04,2011-03-10,2012-06-16,2012-07-04
01-01-01-201908000262011,2011,1,1,1,MHNB030001592011,chief judicial magistrate,0 male,1 female,-9999,0,1683,4762.0,22,2011-02-07,2013-06-05,2011-03-08,2013-04-29,2013-06-05
01-01-01-201908000272011,2011,1,1,1,MHNB030002322011,chief judicial magistrate,0 male,-9998 unclear,-9999,0,1683,677.0,30,2011-02-08,2013-09-16,2011-03-08,2013-09-10,2013-09-16
01-01-01-201908000292011,2011,1,1,1,MHNB030001942011,chief judicial magistrate,-9998 unclear,0 male,0,0,1683,677.0,30,2011-02-14,2011-02-25,2011-02-22,2011-02-22,2011-02-25
01-01-01-201908000302011,2011,1,1,1,MHNB030002012011,chief judicial magistrate,0 male,1 female,-9999,0,1683,4613.0,43,2011-02-15,2013-10-28,2011-03-15,2013-09-17,2013-10-28
01-01-01-201908000312011,2011,1,1,1,MHNB030001992011,chief judicial magistrate,0 male,-9998 unclear,-9999,0,1683,4762.0,25,2011-02-15,2011-06-07,2011-02-24,2011-05-02,2011-06-07
01-01-01-201908000322011,2011,1,1,1,MHNB030002142011,chief judicial magistrate,0 male,1 female,-9999,0,1683,3737.0,22,2011-02-15,2013-03-04,2011-03-15,2013-02-06,2013-03-04
01-01-01-201908000332011,2011,1,1,1,MHNB030002042011,chief judicial magistrate,0 male,1 female,-9999,-9998,1683,3737.0,25,2011-02-17,2011-12-16,2011-02-17,2011-11-04,2011-12-16
01-01-01-201908000342011,2011,1,1,1,MHNB030003082011,chief judicial magistrate,0 male,1 female,-9999,0,1683,3737.0,30,2011-02-21,2013-03-06,2011-04-21,2013-02-21,2013-03-06
01-01-01-201908000352011,2011,1,1,1,MHNB030002132011,chief judicial magistrate,0 male,1 female,0,0,1683,2461.0,25,2011-02-23,2013-02-20,2011-03-23,2013-02-02,2013-02-20
01-01-01-201908000362011,2011,1,1,1,MHNB030002172011,chief judicial magistrate,0 male,1 female,-9999,0,1683,3737.0,30,2011-02-25,2014-09-11,2011-02-25,2014-08-27,2014-09-11
01-01-01-201908000372011,2011,1,1,1,MHNB030002312011,chief judicial magistrate,-9998 unclear,-9998 unclear,-9998,0,1683,2797.0,25,2011-02-28,2011-03-11,2011-03-04,2011-03-07,2011-03-11
01-01-01-201908000382011,2011,1,1,1,MHNB030002282011,chief judicial magistrate,-9998 unclear,1 female,0,0,1683,2797.0,25,2011-02-28,2011-03-05,2011-03-04,2011-03-04,2011-03-05
01-01-01-201908000402011,2011,1,1,1,MHNB030003642011,chief judicial magistrate,0 male,-9998 unclear,-9999,-9998,1683,6268.0,25,2011-03-04,2012-12-01,2011-04-05,2012-11-09,2012-12-01
01-01-01-201908000412011,2011,1,1,1,MHNB030002492011,chief judicial magistrate,0 male,1 female,-9999,-9998,1683,4762.0,22,2011-03-05,2014-06-19,2011-04-07,2014-05-03,2014-06-19
01-01-01-201908000422011,2011,1,1,1,MHNB030002562011,chief judicial magistrate,0 male,0 male,-9999,0,1683,4126.0,25,2011-03-07,2011-07-11,2011-03-07,2011-07-04,2011-07-11
01-01-01-201908000432011,2011,1,1,1,MHNB030003262011,chief judicial magistrate,0 male,1 female,-9999,1,1683,3737.0,25,2011-03-11,2012-06-13,2011-04-01,2012-04-23,2012-06-13
01-01-01-201908000442011,2011,1,1,1,MHNB030002752011,chief judicial magistrate,0 male,1 female,-9999,0,1683,4613.0,25,2011-03-14,2013-08-22,2011-04-20,2013-07-22,2013-08-22
01-01-01-201908000452011,2011,1,1,1,MHNB030002832011,chief judicial magistrate,-9998 unclear,0 male,0,0,1683,5477.0,25,2011-03-15,2011-03-31,2011-03-23,2011-03-30,2011-03-31
01-01-01-201908000462011,2011,1,1,1,MHNB030002922011,chief judicial magistrate,0 male,1 female,-9999,0,1683,2461.0,22,2011-03-18,2012-05-14,2011-04-08,2012-04-27,2012-05-14
01-01-01-201908000482011,2011,1,1,1,MHNB030003072011,chief judicial magistrate,0 male,-9998 unclear,-9999,0,1683,3737.0,25,2011-03-22,2012-07-09,2011-04-08,2012-04-13,2012-07-09
01-01-01-201908000492011,2011,1,1,1,MHNB030003582011,chief judicial magistrate,0 male,1 female,-9999,0,1683,6724.0,25,2011-03-24,2012-10-25,2011-04-25,2012-09-18,2012-10-25
01-01-01-201908000502011,2011,1,1,1,MHNB030003232011,chief judicial magistrate,-9998 unclear,0 male,-9998,0,1683,2797.0,25,2011-03-28,2011-03-30,2011-03-28,2011-03-28,2011-03-30
01-01-01-201908000512011,2011,1,1,1,MHNB030003562011,chief judicial magistrate,0 male,1 female,-9999,0,1683,4613.0,25,2011-03-28,2012-01-18,2011-04-28,2011-12-06,2012-01-18
01-01-01-201908000522011,2011,1,1,1,MHNB030003272011,chief judicial magistrate,0 male,1 female,-9999,0,1683,3737.0,22,2011-03-28,2011-10-05,2011-04-19,2011-09-21,2011-10-05
01-01-01-201908000532011,2011,1,1,1,MHNB030003302011,chief judicial magistrate,0 male,1 female,-9999,0,1683,6268.0,43,2011-03-29,2014-05-17,2011-03-29,2014-04-24,2014-05-17
01-01-01-201908000542011,2011,1,1,1,MHNB030003482011,chief judicial magistrate,0 male,1 female,-9999,0,1683,4613.0,15,2011-04-05,2011-11-08,2011-04-29,2011-10-12,2011-11-08
01-01-01-201908000552011,2011,1,1,1,MHNB030003492011,chief judicial magistrate,0 male,1 female,-9999,0,1683,4613.0,22,2011-04-05,2014-06-11,2011-04-29,2014-04-25,2014-06-11
